id,title,type,score,status,volumes,chapters,synopsis,picture_url,web_url,title_english
386,Suzuka,manga,7.9,finished,18,171,"Easygoing and energetic Yamato Akitsuki is ready to start his high school life in Tokyo. Having been invited by his aunt to stay rent-free at her housing complex, he unhesitatingly accepts her offer. But unbeknownst to him, the boarding house is actually an all-girls dormitory.

Upon visiting his new school, Yamato catches sight of a girl training for the high jump. Amazed by her athletic ability and beauty, he yearns to learn more about her. To his fortune, this girl, Suzuka Asahina, lives right next door to himâ€”but all of their encounters thus far has given Suzuka a bad impression of him. In spite of the constant misunderstandings, Yamato still joins the track team with the intent of impressing her and soon discovers he has the potential to become a top hundred-meter sprinter. With friendship, and possibly love on the line, Yamato trains his heart out in order to win over the girl he loves.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/184775l.jpg,https://myanimelist.net/manga/430/Suzuka,Suzuka
387,School Rumble,manga,7.98,finished,22,345,"She...is a second-year high school student with a single all-consuming question: Will the boy she likes ever really notice her? He...is the school's most notorious juvenile delinquent and he's suddenly come to a shocking realization: He's got a huge crush, and now he must tell her how he feels. Life-changing obsessions, colossal foul-ups, grand schemes, deep-seated anxieties, and raging hormonesâ€”School Rumble portrays high school as it really is: over-the-top comedy!

(Source: Kodansha USA)",https://cdn.myanimelist.net/images/manga/3/5267l.jpg,https://myanimelist.net/manga/160/School_Rumble,School Rumble
388,Shiawase Kissa 3-choume,manga,8.18,finished,15,88,"Uru is a very short girl and is constantly mistaken for an elementary school kid, but despite that, she is ridiculously strong and decides to live by herself after her mother gets remarried. She ends up working at a small cafe with two rather unique co-workers, Shindou, who acts gruff and intimidating, but who is really a nice guy who loves to make cakes and pies and the like, and Ichirou, who is really good-looking but who instantly falls asleep when he gets hungry and doesn't wake up again until he's force-fed something? What will the future bring to them?

(Source: MU)

Included one-shots:
Volume 2: Suitei Seinen Shoujo
Volume 4: Hana to Ageha, Natsu.
Volume 7: Number One DX",https://cdn.myanimelist.net/images/manga/2/749l.jpg,https://myanimelist.net/manga/1110/Shiawase_Kissa_3-choume,Happy Cafe
389,Tate no Yuusha no Nariagari,manga,7.86,currently_publishing,,,"Twenty-year-old otaku Naofumi Iwatani is mysteriously transported to the otherworldly kingdom of Melromarc. Appearing before the King, Naofumi and three other summoned individuals learn that they are each one of the Four Cardinal Heroes who are tasked with defeating the malicious ""Waves of Catastrophe."" 

However, Naofumi is given only a measly shield and dubbed the ""Shield Hero,"" the weakest of the Four Cardinal Heroes. Owing to his lack of power, none of the kingdom's mercenaries wish to aid him, except for the country's beautiful princess, Malty Melromarc. But Naofumi soon awakens the next day to find himself robbed of all his possessions and falsely accused of rape by Malty. 

Due to his status as a Cardinal Hero, Naofumi is not executed, but instead, his erroneous crimes are made public. Struggling to find hospitality, Naofumi buys a demi-human slave girl named Raphtalia to aid his endeavors, and embarks on a perilous journey to deliver retribution to those who ruined him, learning the secrets of this new world along the way.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/130759l.jpg,https://myanimelist.net/manga/67615/Tate_no_Yuusha_no_Nariagari,The Rising of the Shield Hero
390,Boy Meets Maria,manga,8.35,finished,1,7,"Taiga Hirasawa has always longed to be a hero like in the movies, but he has never known who would play the heroine's role. On his first day of high school, he sets eyes on ""Maria,"" the star of the drama club. Graceful, with an air of ambivalence, Maria is the apple of everyone's eyes. Taiga is quick to confess, only to find out that Maria's real name is Yuu Arima, a very much male classmate.

However, Taiga is drawn to Arima's volatile personality, belying a past that haunts them to this very day. Regardless of gender, Taiga nevertheless wants to learn who the true ""Arima"" is.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/225981l.jpg,https://myanimelist.net/manga/119392/Boy_Meets_Maria,Boy Meets Maria
391,Koko wa Ima kara Rinri desu.,manga,8.33,currently_publishing,,,"Ethics is a term used to describe principles that aim to determine whether a person's behavior and actions can be justified as right or wrong. Takayanagi is a high school teacher who is in charge of an elective course that focuses on ethics. Despite not having a full class, he aims to teach his students about the importance of moral philosophy. Many students that attend Takayanagi's class are dealing with their own issues, and by engaging in his lessons, they learn to approach their problems from a different perspective.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/203658l.jpg,https://myanimelist.net/manga/106809/Koko_wa_Ima_kara_Rinri_desu,From Now On We Begin Ethics.
392,Nijiiro Days,manga,7.99,finished,16,80,"Nijiiro Days follows the daily lives of four high school boys: the hopeless romantic Natsuki Hashiba, the sadist Keiichi Katakura, the playboy Tomoya Matsunaga, and the smart otaku Tsuyoshi Naoe. Even while constantly struggling in their studies, they spend their days goofing around and having romantic misadventures.

On Christmas Eve, however, Natsuki is dumped by his girlfriend. While crying alone, he receives a pack of tissues from a girl wearing a Santa Claus costume, and, in return, gives her the scarf originally meant for his ex-girlfriend. As the holidays end and Natsuki returns to school, he finds out that the girl is named Anna Kobayakawaâ€”who luckily goes to the same school as him! Having fallen in love with Anna, Natsuki aims to get closer to her, despite his friends interfering with his plans.

[Written by MAL Rewrite]

Included one-shots:
Volume 1: Aru Toshi to Sorekara no Watashitachi
Volume 5: Shinbun-bu no Yoriko-kun",https://cdn.myanimelist.net/images/manga/3/192780l.jpg,https://myanimelist.net/manga/39291/Nijiiro_Days,Rainbow Days
393,Rutta to Kodama,manga,8.14,finished,3,21,"Due to family circumstances, Kodama Miyagi transfers to a new school in the middle of the term. For that reason, he must now share a room with Takao Ruizaki, a student rumored to be a dangerous delinquent. Mesmerized by his beauty, Kodama unconsciously calls him ""Rutta""â€”a cute nickname contrasting his ill reputation. Instead of being mad at his new roommate, Rutta does not find an issue with it and heartily embraces his new nickname. This makes Kodama change his mind about Rutta.

As Rutta helps Kodama whenever he is bullied, the pair eventually develops a good friendship. However, out of nowhere, Rutta reveals to Kodama that he likes him. Confused about his own feelings, Kodama finds himself unable to accept his confession. But with Rutta getting into more trouble and even ignoring him, Kodama realizes that he misses him and only yearns to stand close at Rutta's side.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/34226l.jpg,https://myanimelist.net/manga/21277/Rutta_to_Kodama,
394,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,manga,8.36,finished,5,22,"Ever since she was young, Eva Ushiromiya has worked tirelessly to prove herself as the ideal successor to the Ushiromiya family headship. Despite facing endless discrimination as a woman, she is determined to overcome the odds and surpass her older brother Krauss, who is set to inherit the position by way of birthright.

An opportunity to realize her dream comes at the annual conference on the island of Rokkenjima. With the announcement of the epitaph's riddle, Eva believes that finding the hidden gold will force the rest of the family members to acknowledge her. However, as the adults of the Ushiromiya family decipher the puzzle, a string of unexplained murders ensues, forewarning the unfortunate fate that awaits them in the end.

Meanwhile, the game board between the Golden Witch Beatrice and Battler Ushiromiya commences once moreâ€”bringing new yet unlikely accomplices to participate in the duel.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/259980l.jpg,https://myanimelist.net/manga/16081/Umineko_no_Naku_Koro_ni_-_Episode_3__Banquet_of_the_Golden_Witch,Umineko WHEN THEY CRY Episode 3: Banquet of the Golden Witch
395,Special A,manga,7.92,finished,17,104,"From a young age, Hikari Hanazono believed that she was unmatched in anything she did. She used to beat all those who stood before her in any competition or eventâ€”until she met Kei Takashima. Briefly after their initial meeting, the two decided to hold a wrestling match in which Hikari suffers her first complete and utter defeat, marking the start of her lifelong rivalry with Kei.

Now in high school, the pair attend the prestigious Hakusen Academy, finding themselves in the Special A class, a group composed of the top seven students in the school. However, despite ranking second in her grade, Hikari remains unmatched to Kei, who holds the first rank. Throughout the school year, they continue to compete as always, all the while letting their bond and feelings for one another grow in the background.
 
[Written by MAL Rewrite]

Included one-shots:
Volume 1: Mikansei Chorus
Volume 11: Shoku no Miyako (Food Paradise)",https://cdn.myanimelist.net/images/manga/3/137871l.jpg,https://myanimelist.net/manga/1271/Special_A,S.A: Special A
396,Hotarubi no Mori e,manga,8.08,finished,1,4,"1. Hanauta Nagaruru (Overhearing a Flower Song)
2. Hotarubi no Mori e (Into the Forest of Fireflies' Light)
3. Kurukuru Ochiba (The Fallling of Autumn Leaves)
4. Hibi, Fukaku (Deepening the Scar)",https://cdn.myanimelist.net/images/manga/2/260149l.jpg,https://myanimelist.net/manga/3282/Hotarubi_no_Mori_e,
397,Feng Shen Ji II,manhua,8.27,finished,,64,The sequel and the continuation of Feng Shen Ji.,https://cdn.myanimelist.net/images/manga/3/177766l.jpg,https://myanimelist.net/manga/43915/Feng_Shen_Ji_II,
398,Kobayashi-san Chi no Maid Dragon,manga,7.98,currently_publishing,,,"For Kobayashi, every workday is the same tiring routine, followed by a night of drinking with coworkers to let herself loose. However, her stale life changes one morning when she is greeted at her front door by the huge face of a dragon. Introducing herself as Tooru, the dragon transforms into a young woman in a maid outfit. Having met Kobayashi drunk in the mountains the night before, she accepts Kobayashi's invitation to live with her as her personal housemaid.

Kobayashi-san Chi no Maid Dragon follows the daily life of Kobayashi, her dragon maid Tooru, and various other dragons as they move past their differences to grow closer together.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/138919l.jpg,https://myanimelist.net/manga/80119/Kobayashi-san_Chi_no_Maid_Dragon,Miss Kobayashi's Dragon Maid
399,Dogs: Bullets & Carnage,manga,8.08,on_hiatus,10,101,"Sometime in the future, somewhere in Europe, a city has many levels of underground, secret, dangerous levels that have answers to the past. Mihai is a retired assassin who has returned home to settle a vendetta and start a new life as a restaurant owner. Haine was genetically experimented on as a child, which led to him possesing dog like attributes. Badou is his clumsy chain smoking partner who becomes deranged when denied cigarettes. Naoto was orphaned as a child and has amnesia was trained to wield the sword. Their pasts are somehow connected to the secret underground and the organization that controls it.

(Source: ANN)

Included one-shot:
Volume 2: Dogs: Hardcore Twins",https://cdn.myanimelist.net/images/manga/2/232296l.jpg,https://myanimelist.net/manga/648/Dogs__Bullets___Carnage,Dogs: Bullets & Carnage
400,Ookami Shounen wa Kyou mo Uso wo Kasaneru,manga,7.95,finished,5,34,"Despite being kind and considerate, Keitarou Itsuki has a menacing look in his eyes that scares away others. When Keitarou attempts to confess to Aoi Tokujira, she flatly rejects him, leading him to believe that his intimidating eyes are to blame. Confiding his worries to his older sister, she gives him a hand by offering a complete makeover. But much to Keitarou's surprise, she turns him into a girl!

Forced to head home in his new appearance, he unexpectedly comes across Aoi being harassed by a group of boys from their school, and rushes to her rescue. Surprisingly, she doesn't recognize him, and reveals a secret that she has held for a long time: she has an intense fear of men. Believing him to be a tomboyish girl, she asks Keitarou in his female guise to assist her in overcoming her fear.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/148976l.jpg,https://myanimelist.net/manga/85802/Ookami_Shounen_wa_Kyou_mo_Uso_wo_Kasaneru,The boy who cried wolf tells a lie today also
401,Basara,manga,8.4,finished,27,112,"Sarasa grew up knowing that her twin brother Tatara was prophesied to be the ""boy of destiny,"" the one who would overthrow the oppressive government and unite the people. When Tatara dies in battle, however, Sarasa realizes that it's up to her to secretly take on her brother's identity. On the way, Sarasa meets and falls in love with the mysterious Shuri, who may also have something up his sleeve. Together, she and her group of ragtag fighters journey across the land, attacking the many rulers and hoping to someday reach the leader of them all, the Red King.",https://cdn.myanimelist.net/images/manga/1/185359l.jpg,https://myanimelist.net/manga/974/Basara,Basara
402,Konya mo Nemurenai,manga,8.03,finished,3,19,"College student Rikiya Higuchi knows he likes men, but he has never had a boyfriend. In a moment of courage, he signs up for a gay dating website, hoping to find a man willing to build a relationship together. Rikiya soon takes a liking to a pen palâ€”the first man to write to himâ€”and agrees to meet up with him. But he is tricked and wakes up in front of a camera, about to have intercourse with his captor. Desperate to escape, Rikiya cries for help, and unexpectedly, a person materializes out of the walls!

By accident, Rikiya summoned Endo Guar Adrooneâ€”a high-class demon with a bad attitudeâ€”alongside his bird butler. As he removes Rikiya's retainers, Endo announces that Rikiya is his contractor and that he shall grant the unfortunate student anything his heart desires. Instead of asking Endo to manipulate someone into falling in love with him, Rikiya only wishes to be sent back home so that the demon and his assistant can return to their own world. However, Endo is escaping an arranged marriageâ€”and Rikiya might have to deal with the arrogant demon for a little longer than expected.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/130147l.jpg,https://myanimelist.net/manga/33251/Konya_mo_Nemurenai,
403,One Piece: Strong World,one_shot,8.11,finished,,1,"One Piece: Strong World is a special prologue chapter to the 10th One Piece movie, Strong World. This one-shot depicts events 20 years before the current timeline of the manga. The main focus is the relationship between Shiki, the Golden Lion and Roger, the Pirate King. In addition, it shows what other characters were doing 20 years ago.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/25743l.jpg,https://myanimelist.net/manga/17152/One_Piece__Strong_World,
405,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,manga,8.5,finished,6,27,"In the aftermath of their climactic duel, Battler Ushiromiya is left to ponder the abrupt resignation of the Golden Witch Beatrice, who is now a husk of her former self. Beatrice's drastic departure from her defiant motives urges him to question every circumstance in the previous four games. Despite wanting to stay by her side, Battler resolves to regain control of the current situation, where Lambdadelta and Frederica Bernkastel have temporarily taken their places to play the fifth game board.

With the passing of Kinzou Ushiromiya, Krauss Ushiromiya succeeds the family headship amid deep financial troubles. Due to poor investment choices, the family inheritance is set to fall into the hands of Krauss' benefactors, allowing his siblings to easily take legal action against him. In order to assist her husband, Natsuhi Ushiromiya enlists Beatrice's help to revive the former headâ€”hoping to conceal the truth until the debts are paid.

Enter Erika Furudo: a self-proclaimed detective who washes up on the island of Rokkenjima at the start of the family's annual conference. Welcomed as an honored guest, Erika quickly takes an interest in the ongoing discussion about the riddle of the epitaph. The pompous girl's tenacious investigation into finding the hidden gold, however, sparks a chain of events that threatens to collapse the order of the Ushiromiya family.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/251871l.jpg,https://myanimelist.net/manga/21498/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_5__End_of_the_Golden_Witch,Umineko WHEN THEY CRY Episode 5: End of the Golden Witch
406,Fullmetal Alchemist,light_novel,8.47,finished,7,35,"Somewhere between magic, art and science exists a world of alchemy. And into this world travel Edward and Alphonse Elricâ€”two brothers in search of the Philosopher's Stone, the ultimate alchemical treasure!

(Source: VIZ Media)",https://cdn.myanimelist.net/images/manga/1/202288l.jpg,https://myanimelist.net/manga/4658/Fullmetal_Alchemist,Fullmetal Alchemist
407,Youjo Senki,manga,8.32,currently_publishing,,,"Intrigued by the severe lack of faith a particular salaryman displayed as he drew his last breath, a godlike presence known only as ""Being X"" reincarnates him into a magical yet war-torn world to test his mettle. Under these new circumstances, Being X believes that, should this man succumb to relentless suffering, he will call upon the heavens for assistance.

Starting life again as a young girl named Tanya Degurechaff, the salaryman quickly utilizes his past experiences and volunteers to the military of his country, the Empire. Wielding tremendous potential despite being a child, Tanya's prodigious capacity for strategic and magical warfare allows her to quickly ascend the ranks and consistently lead her nation to miraculous victories in the ongoing war. Even so, she does all of this for one purpose: to live in the backlines far from the warzone, effectively defying Being X's objectives.

However, as Tanya strives to escape Being X's influence, she soon comes to know that even with her genius, there are situations that a human simply cannot overcome without divine intervention.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/186468l.jpg,https://myanimelist.net/manga/98436/Youjo_Senki,The Saga of Tanya the Evil
408,Crows,manga,8.2,finished,26,98,"Suzuran is a school where the misfits of society congregate. Known as ""Crows,"" the students lack a promising future; they establish their place in the world only by using their fists. In this violent culture, physical strength remains the be-all and end-all amongst the teenagers with nothing else to live for. Suzuran maintains its set hierarchy, but such a system fails to unite all involved in a common goal. While there are those at the top, Suzuran has no single leader.

Enter Harumichi Bouya, an unethical teenager with little intellectual capability. As a typical delinquent, Harumichi loves to fight and takes on any adversity with his physical prowess. Now at Suzuran, Harumichi aims to prove himself and reach the very top of the vicious society he has been thrust into.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/257945l.jpg,https://myanimelist.net/manga/5651/Crows,
409,Durarara!!,light_novel,8.35,finished,13,89,"Mikado Ryuugamine is a young boy who craves the abnormal and supernatural, but his quiet life in the countryside offers no opportunity for adventure. With some encouragement from a childhood friend, Mikado moves to Ikebukuro, a lively downtown district in Tokyo. However, the naÃ¯ve boy may be in for a lot more than he bargained for.

Ikebukuro is home to a host of strange individuals, such as a monster of a man dressed in a bartender's outfit, a sadist who sells information for fun, and an underground doctor with an odd infatuation. But the most unusual of them all is the legendary ""Black Rider,"" a headless being who silently rides through the night on a pitch-black motorcycle. When Mikado witnesses this urban legend on his first night in the city, his initial excitement triggers a thrilling but deadly sequence of events, affecting numerous others throughout the city.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/28766l.jpg,https://myanimelist.net/manga/16816/Durarara,Durarara!!
410,X,manga,8.11,on_hiatus,18,158,"Six years ago, Kamui Shirou and siblings Fuuma and Kotori Monou were inseparable childhood friends. After the sudden, gruesome death of the Monou siblings' mother, Kamui was taken away from Tokyo by his own mother. In the years that passed, the two lived peacefully while Kamui strengthened his innate telekinetic abilities. When his mother passes away in 1999, her dying wish prompts him to return to Tokyo to face his ""destiny.""

When Kamui reappears in the city, his attitude has taken a drastic turn, and he displays the growth of his powers through violent confrontations in the streets. Various opponents come after him asking if he is ""Kamui,"" but they seem to be demanding something far more significant than his name. These fighters represent two opposite factionsâ€”the Dragons of Heaven and the Dragons of Earthâ€”who each wish to recruit him to their cause. Piecing together clues about the apocalyptic ""promised day,"" Kamui realizes that he holds the fate of the world in his hands. Depending on which group of Dragons he allies himself with, he can either choose to save the worldâ€”or end it.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/157934l.jpg,https://myanimelist.net/manga/27/X,X
411,Sayonara Zetsubou Sensei,manga,8.16,finished,30,302,"High school teacher Nozomu Itoshiki has been waiting for a chance to end his life. He has grown averse to the very idea of toiling every day to make an ordinary living, and he makes no attempt to conceal his crushing despair. Sadly, he is almost always dragged into the bizarreâ€”and sometimes outright suspiciousâ€”problems of his quirky students. Every time he gets a little closer to kicking the bucket, he finds himself in an absurd situation, trying to save his students from the same rabbit hole of misery that haunts him.

Despite his ever-present existential crisis, Itoshiki attempts to find a new normal in the silliness of his daily adventuresâ€”all the while chasing the sweet demise that eludes him.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/156519l.jpg,https://myanimelist.net/manga/661/Sayonara_Zetsubou_Sensei,"Sayonara, Zetsubou-Sensei"
412,Sword Art Online: Progressive,light_novel,8.28,currently_publishing,,,"One month has passed since Akihiko Kayaba's deadly game began, and the body count continues to rise. Two thousand players are already dead.

Kirito and Asuna are two very different people, but they both desire to fight alone. Nonetheless, they find themselves drawn together to face challenges from both within and without. Given that the entire virtual world they now live in has been created as a deathtrap, the surviving players of Sword Art Online are starting to get desperate, and desperation makes them dangerous to loners like Kirito and Asuna. As it becomes clear that solitude equals suicide, will the two be able to overcome their differences to find the strength to believe in each other, and in so doing survive?

(Source: Yen Press)",https://cdn.myanimelist.net/images/manga/2/77447l.jpg,https://myanimelist.net/manga/43921/Sword_Art_Online__Progressive,Sword Art Online: Progressive
413,Kyou kara Ore wa!!,manga,8.47,finished,38,366,"On their first day of class, high school first years Takashi Mitsuhashi and Shinji Itou immediately became friends. The duo seems to have quite a bit in common on the surface. Both of them aspire to emerge as delinquents upon entering their new school, and they begin to wear obnoxious haircuts to make them stand out from other teenagers.

However, despite being a feared pair, these two students actually have more differences than similarities. Itou wants to use his fists to protect the weak, earning respect and admiration from his classmates. On the other hand, Mitsuhashi strives to be the strongest in Japanâ€”striking fear in anyone watching him.

Regardless of these dissimilarities, the two are notorious for their remarkable fighting abilities, and their friendship thrives when they come together to throw fists. Whether it be a fight against the good or the bad guys, nobody can win against these two unusual delinquents.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/5/156533l.jpg,https://myanimelist.net/manga/6812/Kyou_kara_Ore_wa,
414,Gunnm: Last Order,manga,8.14,finished,19,124,"After being killed in an explosion set by Desty Nova, Gally is brought back to life in the city of Tiphares by the resourceful yet devious scientist. She learns that the floating city is caught in a chaotic civil war over the public revelation of brain biochips, the Tipharean substitution to the organic human brain. To have any chance at stopping the bloodshed, Gally joins Novaâ€™s newly-formed entourage, which includes his assistants Elf and ZwÃ¶lf, the battle android Sechs, and the repair robot Deckman 100.

Tiphares and its conflict is just one small piece to an unknown star system that Gally has yet to discover. In hopes of finding more answers to her forgotten past, she and the other group members venture into the vastness of space, beginning an adventure that is set to alter the course of humanity.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/145645l.jpg,https://myanimelist.net/manga/770/Gunnm__Last_Order,Battle Angel Alita: Last Order
416,Violet Evergarden,light_novel,8.64,finished,2,13,"""Auto-Memories Dolls"" were created with the purpose of recording one's speech and emotions. First invented by Dr. Orland to bring happiness to his wife, such dolls are now being loaned by companies after knowledge of his work became public. Moved by the work of the Auto-Memories Dolls, a woman named Violet Evergarden decides to take up their duties. Beautiful, with golden hair and crystal-blue eyes, she quickly becomes the most popular doll, leaving all her clients delighted by her company.

Violet Evergarden is a compilation of heartwarming short stories revolving around the life of the graceful Auto-Memories Doll as she serves her different clients.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/190961l.jpg,https://myanimelist.net/manga/98930/Violet_Evergarden,
417,Mahou Shoujo Madokaâ˜…Magica: The Different Story,manga,8.16,finished,3,12,"Ninth-grader Mami Tomoe is not your average middle schooler. While she regularly attends Mitakihara Middle School, she also works as a magical girlâ€”one who has made a wish in exchange for magical powers and a new duty to seek out and destroy otherworldly beings known as witches. But Mami is also a special case among magical girlsâ€”while most fight for their own sake, Mami prefers to work with others, becoming a guardian of justice who destroys any evil creatures she can find, whether it be a witch or a mere familiar. It is this selfless lack of self-interest that often distances her from other magical girls, and as a result, Mami is often lonely.

During one of her usual witch hunts, she finds a novice magical girl struggling against a particularly strong witch. After Mami lends her help, the magical girl introduces herself as Kyouko Sakura from the city of Kazamino. Impressed by Mami's skill and hospitality, Kyouko quickly requests to team up with her and become her apprentice.

Beginning as an adaptation of one of the hit anime's drama CDs, Mahou Shoujo Madokaâ˜…Magica: The Different Story is a tale of the relationship between two magical girls shown from an alternate perspective.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/78173l.jpg,https://myanimelist.net/manga/44319/Mahou_Shoujo_Madokaâ˜…Magica__The_Different_Story,Puella Magi Madokaâ˜…Magica: The different story
418,Kubo-san wa Mob wo Yurusanai,manga,7.92,currently_publishing,,,"High school student Junta Shiraishi has a simple goalâ€”to live a fulfilling youth. However, achieving this goal appears to be harder than expected, as everyone in his surroundings often fails to notice him due to his lack of presence. In fact, Shiraishi's lack of presence is so severe that people think his seat in class is always empty, and mistakenly assume that he often skips school. There is even a weird rumor spreading around in class, claiming that those who successfully spot Shiraishi will be blessed with good fortune for the day. 

So far, the only person who notices his existence is Nagisa Kubo, the girl seated next to him. Unfortunately for him though, Kubo likes to tease him on a daily basis and often puts him into unprecedented and nerve-wracking situations. However, as Kubo's playful antics continue to involve the reluctant Shiraishi, he may soon discover that his youth might not be as boring as he initially thought.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/227284l.jpg,https://myanimelist.net/manga/122448/Kubo-san_wa_Mob_wo_Yurusanai,Kubo Won't Let Me Be Invisible
419,Boku no Hatsukoi wo Kimi ni Sasagu,manga,8.04,finished,12,71,"Takuma and Mayu's story began when they were only 8 years old. During his childhood, Takuma was constantly hospitalised due to his heart condition. He soon became friends with Mayu, the daughter of the doctor in charge of his case. Day by day they grew closer and closer. However, the summer when Takuma was 8, he made a promise to Mayu that he couldn't keep... Their story unfolds as they grow older and their bond gets stronger... 

(Source: Tenshi-Tachi)

Included one-shots:
Volume 1: Motto Ikitai...
Volume 7: The Things I Want
Volume 11: Kare wa Ike mo Shinai Sarukoen wo Mezasu",https://cdn.myanimelist.net/images/manga/1/202476l.jpg,https://myanimelist.net/manga/4207/Boku_no_Hatsukoi_wo_Kimi_ni_Sasagu,Secret Unrequited Love
420,"Mata, Onaji Yume wo Miteita",manga,8.41,finished,3,12,"Elementary school student Nanoka Koyanagi considers herself weird. She often uses it as an excuse to avoid doing things she dislikes, such as participating in her physical education class or getting along with her classmates. Out of concern and good will, her teacher assigns her to find the meaning of ""happiness.""

While Nanoka thinks about her homework, she often meets Abazure-san, a cheerful lady who helps her save a cat. Nanoka also pays regular visits to Obaa-chan, an old woman spending her twilight years in the woods. One day, Nanoka gets lost in the forest and stumbles across a high school girl named Minami committing self harm. As Nanoka gets closer to these three unique individuals, their stories and experiences shape for her a pathway toward soul-searching and self-discovery.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/207726l.jpg,https://myanimelist.net/manga/110160/Mata_Onaji_Yume_wo_Miteita,I Had That Same Dream Again
421,Iris Zero,manga,7.94,currently_publishing,,,"""Irises"" are unique abilities most people are said to possess from birth. These powers manifest themselves in the form of visual cues and range from lie detection to danger prediction. Unfortunately, high school student Tooru Mizushima is one of the very few without an Iris. As an ""Iris Zero,"" he is frequently bullied, and therefore, he tries to stand out as little as possible.

However, when the popular schoolgirl Koyuki Sasamori comes crashing into Tooru's life, his motto of minimal exposure is brutally shattered. Koyuki's Iris allows her to identify the most qualified person for a certain taskâ€”and she determines Tooru to be the most capable person to help her find the next student council president.

Tooru refuses to become involved in such a public affair, but Koyuki's cheerful persistence ultimately prevails. And so, Tooru's lonely life as an Iris Zero slowly changes as he comes to meet more people and utilize his exceptional deduction skills to solve various mysteries.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/35739l.jpg,https://myanimelist.net/manga/22044/Iris_Zero,Iris Zero
422,Yamato Nadeshiko Shichihengeâ™¥,manga,7.98,finished,36,148,"It's a gorgeous, spacious mansion, and four handsome, fifteen-year-old friends are allowed to live in it for free! There's only one conditionâ€”that within three years the guys must transform the owner's wallflower niece into a lady befitting the palace in which they all live! How hard can it be?

Enter Sunako Nakahara, the agoraphobic, horror-movie-loving, pockmark-faced, frizzy-haired, fashion-illiterate recluse who tends to break into explosive nosebleeds whenever she sees anyone attractive. This project is going to take more than our four heroes ever expected: it needs a miracle!

(Source: Del Rey)",https://cdn.myanimelist.net/images/manga/2/173084l.jpg,https://myanimelist.net/manga/422/Yamato_Nadeshiko_Shichihengeâ™¥,The Wallflower: Yamatonadeshiko Shichihenge
423,Skill of Lure,manhwa,7.99,finished,7,36,"Sung-Gi Jang is cursed with the persona of a complete pervert! To all his peers, he is a fiend who only hungers for women. Yet in reality, he just has terrible social skills, making him incapable of properly expressing his intentions and feelings to the women around him. On top of that, he seems to have the worst luck there can be.

This all turns around when Jae Hwang, a fellow student and good friend, witnesses Sung-Gi completely shattered and decides to help him out. What Sung does not know is that Hwang is actually a master in attracting the opposite sexâ€”a pick-up artist!

From square one, Sung-Gi builds up his conversation and interaction skills with women through several trials and tribulations. He soon learns how much depth and finesse there is in properly conveying intimate emotions to others. As he learns about the subconscious signals sent out by people, Sung-Gi finds himself paying more and more attention to a particular girl in his class, and he puts to use the skill that he was lacking before: The Skill of Lure.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/155593l.jpg,https://myanimelist.net/manga/88991/Skill_of_Lure,
